DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter108,Apixaban,DDInter9,Acalabrutinib,Major
DDInter117,Argatroban,DDInter9,Acalabrutinib,Major
DDInter20,Acetylsalicylic acid,DDInter9,Acalabrutinib,Major
DDInter9,Acalabrutinib,DDInter200,Betrixaban,Major
DDInter217,Bivalirudin,DDInter9,Acalabrutinib,Major
DDInter283,Cangrelor,DDInter9,Acalabrutinib,Major
DDInter286,Caplacizumab,DDInter9,Acalabrutinib,Major
DDInter379,Cilostazol,DDInter9,Acalabrutinib,Major
DDInter413,Clopidogrel,DDInter9,Acalabrutinib,Major
DDInter470,Dalteparin,DDInter9,Acalabrutinib,Major
DDInter471,Danaparoid,DDInter9,Acalabrutinib,Major
DDInter491,Defibrotide,DDInter9,Acalabrutinib,Major
DDInter505,Desirudin,DDInter9,Acalabrutinib,Major
DDInter523,Dextran (-1),DDInter9,Acalabrutinib,Major
DDInter524,Dextran (high molecular weight),DDInter9,Acalabrutinib,Major
DDInter525,Dextran (low molecular weight),DDInter9,Acalabrutinib,Major
DDInter542,Dicoumarol,DDInter9,Acalabrutinib,Major
DDInter573,Dipyridamole,DDInter9,Acalabrutinib,Major
DDInter605,Drotrecogin alfa,DDInter9,Acalabrutinib,Major
DDInter621,Edoxaban,DDInter9,Acalabrutinib,Major
DDInter645,Enoxaparin,DDInter9,Acalabrutinib,Major
DDInter657,Epoprostenol,DDInter9,Acalabrutinib,Major
DDInter659,Eptifibatide,DDInter9,Acalabrutinib,Major
DDInter775,Fondaparinux,DDInter9,Acalabrutinib,Major
DDInter855,Hemin,DDInter9,Acalabrutinib,Moderate
DDInter856,Heparin,DDInter9,Acalabrutinib,Major
DDInter908,Iloprost,DDInter9,Acalabrutinib,Major
DDInter1037,Lepirudin,DDInter9,Acalabrutinib,Major
DDInter1508,Prasugrel,DDInter9,Acalabrutinib,Major
DDInter1585,Reteplase,DDInter9,Acalabrutinib,Major
DDInter1609,Rivaroxaban,DDInter9,Acalabrutinib,Major
DDInter1683,Sodium bicarbonate,DDInter9,Acalabrutinib,Moderate
DDInter1686,Sodium citrate,DDInter9,Acalabrutinib,Moderate
DDInter1712,Streptokinase,DDInter9,Acalabrutinib,Major
DDInter1764,Tenecteplase,DDInter9,Acalabrutinib,Major
DDInter1802,Ticagrelor,DDInter9,Acalabrutinib,Major
DDInter1804,Ticlopidine,DDInter9,Acalabrutinib,Major
DDInter1812,Tinzaparin,DDInter9,Acalabrutinib,Major
DDInter1818,Tirofiban,DDInter9,Acalabrutinib,Major
DDInter1852,Treprostinil,DDInter9,Acalabrutinib,Major
DDInter1905,Urokinase,DDInter9,Acalabrutinib,Major
DDInter1945,Vorapaxar,DDInter9,Acalabrutinib,Major
DDInter1951,Warfarin,DDInter9,Acalabrutinib,Major
DDInter542,Dicoumarol,DDInter11,Acarbose,Minor
DDInter11,Acarbose,DDInter652,Epinephrine,Moderate
DDInter11,Acarbose,DDInter1277,Neomycin,Moderate
DDInter11,Acarbose,DDInter1951,Warfarin,Minor
DDInter1066,Lidocaine,DDInter785,Fostamatinib,Moderate
DDInter1066,Lidocaine,DDInter881,Hyaluronidase,Minor
DDInter1066,Lidocaine,DDInter1106,Lusutrombopag,Moderate
DDInter1066,Lidocaine,DDInter1277,Neomycin,Minor
DDInter1453,Phenylephrine,DDInter657,Epoprostenol,Moderate
DDInter362,Chlorpheniramine,DDInter881,Hyaluronidase,Minor
DDInter1453,Phenylephrine,DDInter908,Iloprost,Moderate
DDInter1497,Potassium chloride,DDInter362,Chlorpheniramine,Major
DDInter1453,Phenylephrine,DDInter1656,Selexipag,Moderate
DDInter1852,Treprostinil,DDInter1453,Phenylephrine,Moderate
DDInter20,Acetylsalicylic acid,DDInter12,Acebutolol,Minor
DDInter652,Epinephrine,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter657,Epoprostenol,Moderate
DDInter908,Iloprost,DDInter12,Acebutolol,Moderate
DDInter12,Acebutolol,DDInter1656,Selexipag,Moderate
DDInter12,Acebutolol,DDInter1802,Ticagrelor,Minor
DDInter1852,Treprostinil,DDInter12,Acebutolol,Moderate
DDInter542,Dicoumarol,DDInter14,Acetaminophen,Moderate
DDInter14,Acetaminophen,DDInter1951,Warfarin,Moderate
DDInter263,Caffeine,DDInter20,Acetylsalicylic acid,Minor
DDInter413,Clopidogrel,DDInter556,Dihydrocodeine,Moderate
DDInter263,Caffeine,DDInter573,Dipyridamole,Moderate
DDInter556,Dihydrocodeine,DDInter785,Fostamatinib,Moderate
DDInter556,Dihydrocodeine,DDInter1508,Prasugrel,Moderate
DDInter556,Dihydrocodeine,DDInter1802,Ticagrelor,Moderate
DDInter429,Codeine,DDInter413,Clopidogrel,Moderate
DDInter429,Codeine,DDInter785,Fostamatinib,Moderate
DDInter429,Codeine,DDInter1508,Prasugrel,Moderate
DDInter429,Codeine,DDInter1802,Ticagrelor,Moderate
DDInter1804,Ticlopidine,DDInter429,Codeine,Moderate
DDInter1841,Tramadol,DDInter413,Clopidogrel,Moderate
DDInter1841,Tramadol,DDInter1115,Magnesium citrate,Moderate
DDInter1841,Tramadol,DDInter1508,Prasugrel,Moderate
DDInter1841,Tramadol,DDInter1802,Ticagrelor,Moderate
DDInter15,Acetazolamide,DDInter20,Acetylsalicylic acid,Major
DDInter15,Acetazolamide,DDInter657,Epoprostenol,Moderate
DDInter15,Acetazolamide,DDInter908,Iloprost,Moderate
DDInter15,Acetazolamide,DDInter1115,Magnesium citrate,Moderate
DDInter15,Acetazolamide,DDInter1656,Selexipag,Moderate
DDInter1852,Treprostinil,DDInter15,Acetazolamide,Moderate
DDInter451,Cyanocobalamin,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1136,Mecobalamin,Minor
DDInter712,Famotidine,DDInter1508,Prasugrel,Minor
DDInter712,Famotidine,DDInter1683,Sodium bicarbonate,Minor
DDInter451,Cyanocobalamin,DDInter1568,Ranitidine,Minor
DDInter542,Dicoumarol,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1136,Mecobalamin,Minor
DDInter1568,Ranitidine,DDInter1508,Prasugrel,Minor
DDInter1568,Ranitidine,DDInter1683,Sodium bicarbonate,Minor
DDInter1951,Warfarin,DDInter1568,Ranitidine,Moderate
DDInter20,Acetylsalicylic acid,DDInter1559,Rabeprazole,Minor
DDInter1559,Rabeprazole,DDInter975,Iron,Moderate
DDInter413,Clopidogrel,DDInter1559,Rabeprazole,Major
DDInter451,Cyanocobalamin,DDInter1559,Rabeprazole,Minor
DDInter542,Dicoumarol,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter725,Ferrous fumarate,Moderate
DDInter1559,Rabeprazole,DDInter726,Ferrous gluconate,Moderate
DDInter1559,Rabeprazole,DDInter785,Fostamatinib,Moderate
DDInter1559,Rabeprazole,DDInter1136,Mecobalamin,Minor
DDInter1277,Neomycin,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1508,Prasugrel,Minor
DDInter1951,Warfarin,DDInter1559,Rabeprazole,Moderate
DDInter652,Epinephrine,DDInter776,Formoterol,Moderate
DDInter653,Epinephrine (ophthalmic),DDInter776,Formoterol,Moderate
DDInter654,Epinephrine (topical),DDInter776,Formoterol,Moderate
DDInter1123,Mannitol,DDInter776,Formoterol,Moderate
DDInter1545,Pseudoephedrine,DDInter80,Ammonium chloride,Minor
DDInter1545,Pseudoephedrine,DDInter657,Epoprostenol,Moderate
DDInter23,Acrivastine,DDInter881,Hyaluronidase,Minor
DDInter1545,Pseudoephedrine,DDInter908,Iloprost,Moderate
DDInter1497,Potassium chloride,DDInter23,Acrivastine,Major
DDInter1545,Pseudoephedrine,DDInter1656,Selexipag,Moderate
DDInter1545,Pseudoephedrine,DDInter1681,Sodium acetate,Moderate
DDInter1545,Pseudoephedrine,DDInter1683,Sodium bicarbonate,Moderate
DDInter1545,Pseudoephedrine,DDInter1686,Sodium citrate,Moderate
DDInter1852,Treprostinil,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter1883,Tromethamine,Moderate
DDInter598,Doxycycline,DDInter272,Calcium chloride,Moderate
DDInter598,Doxycycline,DDInter975,Iron,Moderate
DDInter598,Doxycycline,DDInter542,Dicoumarol,Moderate
DDInter598,Doxycycline,DDInter725,Ferrous fumarate,Moderate
DDInter598,Doxycycline,DDInter726,Ferrous gluconate,Moderate
DDInter598,Doxycycline,DDInter1114,Magnesium chloride,Moderate
DDInter598,Doxycycline,DDInter1115,Magnesium citrate,Moderate
DDInter598,Doxycycline,DDInter1120,Magnesium sulfate,Moderate
DDInter598,Doxycycline,DDInter1123,Mannitol,Minor
DDInter598,Doxycycline,DDInter1681,Sodium acetate,Moderate
DDInter598,Doxycycline,DDInter1683,Sodium bicarbonate,Moderate
DDInter598,Doxycycline,DDInter1686,Sodium citrate,Moderate
DDInter598,Doxycycline,DDInter978,Iron sucrose,Moderate
DDInter598,Doxycycline,DDInter1883,Tromethamine,Moderate
DDInter598,Doxycycline,DDInter1951,Warfarin,Moderate
DDInter56,Alteplase,DDInter1010,Ketorolac,Moderate
DDInter99,Anistreplase,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter105,Antithrombin III human,Moderate
DDInter1010,Ketorolac,DDInter108,Apixaban,Major
DDInter117,Argatroban,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter20,Acetylsalicylic acid,Major
DDInter1010,Ketorolac,DDInter200,Betrixaban,Major
DDInter217,Bivalirudin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter283,Cangrelor,Moderate
DDInter1010,Ketorolac,DDInter286,Caplacizumab,Moderate
DDInter1010,Ketorolac,DDInter379,Cilostazol,Moderate
DDInter1010,Ketorolac,DDInter413,Clopidogrel,Moderate
DDInter1010,Ketorolac,DDInter470,Dalteparin,Major
DDInter1010,Ketorolac,DDInter471,Danaparoid,Major
DDInter1010,Ketorolac,DDInter491,Defibrotide,Moderate
DDInter1010,Ketorolac,DDInter505,Desirudin,Major
DDInter542,Dicoumarol,DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter573,Dipyridamole,Moderate
DDInter605,Drotrecogin alfa,DDInter1010,Ketorolac,Major
DDInter1010,Ketorolac,DDInter621,Edoxaban,Major
DDInter1010,Ketorolac,DDInter645,Enoxaparin,Major
DDInter1010,Ketorolac,DDInter657,Epoprostenol,Moderate
DDInter659,Eptifibatide,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter775,Fondaparinux,Major
DDInter1010,Ketorolac,DDInter856,Heparin,Moderate
DDInter1010,Ketorolac,DDInter908,Iloprost,Moderate
DDInter1037,Lepirudin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1497,Potassium chloride,Moderate
DDInter1010,Ketorolac,DDInter1508,Prasugrel,Major
DDInter1585,Reteplase,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1609,Rivaroxaban,Major
DDInter1712,Streptokinase,DDInter1010,Ketorolac,Moderate
DDInter1764,Tenecteplase,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1802,Ticagrelor,Moderate
DDInter1804,Ticlopidine,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1812,Tinzaparin,Major
DDInter1010,Ketorolac,DDInter1818,Tirofiban,Moderate
DDInter1852,Treprostinil,DDInter1010,Ketorolac,Moderate
DDInter1905,Urokinase,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1945,Vorapaxar,Major
DDInter1010,Ketorolac,DDInter1951,Warfarin,Major
DDInter56,Alteplase,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter99,Anistreplase,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter105,Antithrombin III human,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter108,Apixaban,Moderate
DDInter117,Argatroban,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter20,Acetylsalicylic acid,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter200,Betrixaban,Moderate
DDInter217,Bivalirudin,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter283,Cangrelor,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter286,Caplacizumab,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter379,Cilostazol,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter413,Clopidogrel,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter470,Dalteparin,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter471,Danaparoid,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter491,Defibrotide,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter505,Desirudin,Moderate
DDInter542,Dicoumarol,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter573,Dipyridamole,Moderate
DDInter605,Drotrecogin alfa,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter621,Edoxaban,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter645,Enoxaparin,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter657,Epoprostenol,Moderate
DDInter659,Eptifibatide,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter775,Fondaparinux,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter856,Heparin,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter908,Iloprost,Moderate
DDInter1037,Lepirudin,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1508,Prasugrel,Moderate
DDInter1585,Reteplase,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1609,Rivaroxaban,Moderate
DDInter1712,Streptokinase,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1764,Tenecteplase,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1802,Ticagrelor,Moderate
DDInter1804,Ticlopidine,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1812,Tinzaparin,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1818,Tirofiban,Moderate
DDInter1852,Treprostinil,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1905,Urokinase,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1945,Vorapaxar,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1951,Warfarin,Moderate
DDInter1291,Nifedipine,DDInter108,Apixaban,Moderate
DDInter20,Acetylsalicylic acid,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter200,Betrixaban,Moderate
DDInter1291,Nifedipine,DDInter272,Calcium chloride,Moderate
DDInter1291,Nifedipine,DDInter379,Cilostazol,Moderate
DDInter1291,Nifedipine,DDInter657,Epoprostenol,Moderate
DDInter1291,Nifedipine,DDInter785,Fostamatinib,Moderate
DDInter908,Iloprost,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter1106,Lusutrombopag,Moderate
DDInter1120,Magnesium sulfate,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter1609,Rivaroxaban,Moderate
DDInter1291,Nifedipine,DDInter1656,Selexipag,Moderate
DDInter1291,Nifedipine,DDInter1802,Ticagrelor,Minor
DDInter1852,Treprostinil,DDInter1291,Nifedipine,Moderate
DDInter27,Adalimumab,DDInter108,Apixaban,Moderate
DDInter27,Adalimumab,DDInter542,Dicoumarol,Moderate
DDInter27,Adalimumab,DDInter1609,Rivaroxaban,Moderate
DDInter27,Adalimumab,DDInter1951,Warfarin,Moderate
DDInter27,Adalimumab,DDInter1964,Zinc chloride,Minor
DDInter31,Adenosine,DDInter573,Dipyridamole,Moderate
DDInter31,Adenosine,DDInter1802,Ticagrelor,Minor
DDInter542,Dicoumarol,DDInter1189,Methylphenidate,Minor
DDInter1189,Methylphenidate,DDInter652,Epinephrine,Moderate
DDInter1189,Methylphenidate,DDInter1951,Warfarin,Minor
DDInter1848,Trastuzumab emtansine,DDInter108,Apixaban,Major
DDInter117,Argatroban,DDInter1848,Trastuzumab emtansine,Major
DDInter20,Acetylsalicylic acid,DDInter1848,Trastuzumab emtansine,Major
DDInter1848,Trastuzumab emtansine,DDInter200,Betrixaban,Major
DDInter217,Bivalirudin,DDInter1848,Trastuzumab emtansine,Major
DDInter1848,Trastuzumab emtansine,DDInter283,Cangrelor,Major
DDInter1848,Trastuzumab emtansine,DDInter286,Caplacizumab,Major
DDInter379,Cilostazol,DDInter1848,Trastuzumab emtansine,Major
DDInter413,Clopidogrel,DDInter1848,Trastuzumab emtansine,Major
DDInter1848,Trastuzumab emtansine,DDInter470,Dalteparin,Major
DDInter1848,Trastuzumab emtansine,DDInter471,Danaparoid,Major
